epoch,lr_g,lr_d,g,d,con,lat,freq,Acc,F1,AUC
1,0.0002,5e-05,35.71372551388211,1.3625210523605347,0.6858149965604147,0.5516688343551424,0.19426289780272377,0.4496429091969101,0.0015864621893178215,0.2688605584304508
2,0.0002,5e-05,18.253182040320503,1.3174586958355374,0.34096942179732853,0.35599324438307023,0.14924493432044983,,,
3,0.0002,5e-05,10.825682640075684,1.2916369173261855,0.19388069957494736,0.29115542272726697,0.11576997116208076,,,
4,0.0002,5e-05,7.636961963441637,1.2548446853955586,0.13009657255477375,0.27759233448240495,0.0976918451488018,,,
5,0.0002,5e-05,6.0388444264729815,1.2167319986555312,0.09769250825047493,0.27917861110634273,0.08728168366683854,0.8425885439440315,0.8661544181435122,0.8800650676269581
6,0.0002,5e-05,5.148730198542277,1.1891172130902607,0.07943313361869918,0.28632979260550606,0.08143852195805973,,,
7,0.0002,5e-05,4.546156485875447,1.1629957225587633,0.06705325262414084,0.28502946098645526,0.07410981754461925,,,
8,0.0002,5e-05,4.119207474920485,1.1454111006524827,0.05838933835426966,0.2797500342130661,0.06664562101165454,,,
9,0.0002,5e-05,3.809787392616272,1.1318179037835863,0.052031405063139066,0.2779081215461095,0.06311993921796481,,,
10,0.0002,5e-05,3.562239090601603,1.1243640647994146,0.046979532887538276,0.2758813798427582,0.06061315474410852,0.8460865763008307,0.8598075008297379,0.9062733846979636
11,0.0002,5e-05,3.3496146996816,1.1263822648260329,0.04293242386645741,0.26676128639115226,0.05848931997186608,,,
12,0.0002,5e-05,3.1732746760050454,1.137261192003886,0.039841086914141975,0.2534342615140809,0.057271399017837316,,,
13,0.0002,5e-05,3.012542486190796,1.1518477135234408,0.03711374435159895,0.24038915832837424,0.05530591681599617,,,
14,0.0002,5e-05,2.8705654011832342,1.16835884253184,0.034920702377955117,0.21924466225836012,0.05341048062675529,,,
15,0.0002,5e-05,2.718580272462633,1.1943813761075337,0.03281577262613508,0.19307172960705227,0.05073336139321327,0.8495846086576301,0.8602761982128351,0.9046654425634042
16,0.0001866666666666667,4.666666666666667e-05,2.5937688615587025,1.206920736365848,0.030845080502331257,0.18165339612298542,0.0471305176615715,,,
17,0.00017333333333333334,4.3333333333333334e-05,2.478106141090393,1.2127837207582262,0.028974503175252013,0.1727142466439141,0.04414036228424973,,,
18,0.00016,4e-05,2.384813004069858,1.2211275895436604,0.027432743770380814,0.16453498436344993,0.04193891502088971,,,
19,0.0001466666666666667,3.666666666666667e-05,2.307215001848009,1.223953750398424,0.026095269040928945,0.15961066550678676,0.03971250127587053,,,
20,0.00013333333333333337,3.333333333333334e-05,2.243254635069105,1.2310485177569919,0.02513237338927057,0.1536492622560925,0.03686188389029768,0.8532648301996794,0.8669068314770135,0.907741120597302
21,0.00012,3e-05,2.170057945781284,1.241374631722768,0.02409069540186061,0.14415302789873546,0.03400395355290837,,,
22,0.00010666666666666667,2.6666666666666667e-05,2.1194137599733143,1.2487836480140686,0.023308946958018675,0.13924003723594877,0.03229123819619417,,,
23,9.333333333333334e-05,2.3333333333333336e-05,2.0827419890297785,1.2510651283793979,0.0226466768524713,0.1377074180377854,0.032391892125209175,,,
24,8e-05,2e-05,2.051488373014662,1.2518639630741544,0.022080834230615035,0.1367538691394859,0.030519922988282308,,,
25,6.666666666666668e-05,1.666666666666667e-05,2.0238837798436484,1.2513364156087239,0.02155916030622191,0.13550223492913777,0.029944574253426656,0.8604066462614779,0.8720910821007646,0.9186175700622292
26,5.333333333333335e-05,1.3333333333333337e-05,2.003082639641232,1.2509714629915025,0.021169052355819278,0.1345756029089292,0.029315135234759912,,,
27,3.999999999999999e-05,9.999999999999997e-06,1.9860477778646681,1.2516497174898784,0.020885376984046564,0.13389832029740015,0.028739392653935485,,,
28,2.6666666666666663e-05,6.666666666666666e-06,1.9747526778115168,1.251293096277449,0.020670864524112806,0.1335525264342626,0.02849955918888251,,,
29,1.3333333333333332e-05,3.333333333333333e-06,1.9633330040507846,1.250594178835551,0.02045739142017232,0.13291167633401024,0.0282312272530463,,,
30,0.0,0.0,1.961748070187039,1.2513112558258905,0.02043568870673577,0.13267926913168696,0.028323570266366005,0.8678035271826264,0.8787757284148623,0.925487820468022
