epoch,lr_g,lr_d,g,d,con,lat,freq,Acc,F1,AUC
1,0.0002,5e-05,34.28916549682617,1.362224022547404,0.6595152186022865,0.5425532824463315,0.17023872004614937,0.5573167176796385,0.7061981572392444,0.3404089501813854
2,0.0002,5e-05,18.390787601470947,1.3239531848165724,0.34755412571960026,0.2535319709115558,0.12756463968091541,,,
3,0.0002,5e-05,11.17093292872111,1.2922872371143765,0.2037361686428388,0.208229451543755,0.10960383589069049,,,
4,0.0002,5e-05,7.891477770275539,1.250739852587382,0.13746478822496203,0.21448299123181236,0.10006131273176935,,,
5,0.0002,5e-05,6.201445129182604,1.2154862019750807,0.10288992482754919,0.22805014583799574,0.09376466398437817,0.8027984258854395,0.8278954398015645,0.8362771670306625
6,0.0002,5e-05,5.224871873855591,1.1866857078340318,0.08266315774785148,0.24151368687550226,0.08980578970577982,,,
7,0.0002,5e-05,4.574216180377537,1.164838174978892,0.06925399891204304,0.24555958973036873,0.08687023280395402,,,
8,0.0002,5e-05,4.104380369186401,1.152331272761027,0.05974332864085833,0.2403701576921675,0.08415516300333871,,,
9,0.0002,5e-05,3.742817031012641,1.1452264719539218,0.05250880142880811,0.23275920831494862,0.08172037369675106,,,
10,0.0002,5e-05,3.424648258421156,1.161313494046529,0.046863688776890434,0.20281888296206793,0.0792346489098337,0.8323859495700335,0.860292777744032,0.891533115608452
11,0.0002,5e-05,3.1688823964860706,1.1868007116847568,0.04271841566595766,0.17317981852425468,0.0782262993355592,,,
12,0.0002,5e-05,2.9554213020536633,1.218721912966834,0.03944380208849907,0.14476419902510113,0.07689898171358639,,,
13,0.0002,5e-05,2.7284398873647056,1.2423737910058763,0.03569925535056326,0.12514238556226095,0.07371303190787633,,,
14,0.0002,5e-05,2.566493855582343,1.2588050431675382,0.03295162837538454,0.11455031856894493,0.0712397653195593,,,
15,0.0002,5e-05,2.419782519340515,1.2662382192081876,0.03036943285001649,0.10657030550969972,0.06928636133670807,0.8417504736918816,0.8550932568149211,0.9160621988750619
16,0.0001866666666666667,4.666666666666667e-05,2.282900585068597,1.274868369102478,0.027989359572529793,0.09836148222287495,0.06685091844863361,,,
17,0.00017333333333333334,4.3333333333333334e-05,2.1750111447440252,1.2803040279282465,0.026083485119872622,0.09224679031305844,0.06376685781611337,,,
18,0.00016,4e-05,2.083942174911499,1.2880452937550015,0.024580531960560217,0.08622803042332332,0.06246353582375579,,,
19,0.0001466666666666667,3.666666666666667e-05,2.010266443093618,1.2921843197610643,0.0232320504470004,0.08285193973117405,0.06217014934453699,,,
20,0.00013333333333333337,3.333333333333334e-05,1.9451969729529486,1.294427964422438,0.022089651889271207,0.07915839138958189,0.06127167844937907,0.8467424573677307,0.8523899768372288,0.928220771552943
21,0.00012,3e-05,1.8990534742673237,1.2969766325420804,0.02124209412270122,0.07673562318086624,0.06044340009490649,,,
22,0.00010666666666666667,2.6666666666666667e-05,1.84117105934355,1.3007003731197782,0.02023304636693663,0.0728961072034306,0.05893085007038382,,,
23,9.333333333333334e-05,2.3333333333333336e-05,1.806509084171719,1.3032000727123685,0.01964042139136129,0.07094947910971111,0.05815658469994863,,,
24,8e-05,2e-05,1.7685549524095323,1.3052563733524747,0.018962932647102408,0.06899801538222367,0.057248006471329264,,,
25,6.666666666666668e-05,1.666666666666667e-05,1.7420536544587877,1.3070832557148404,0.018488993868231773,0.06738501911362012,0.056590165528986186,0.8528640139921294,0.8613419408007692,0.9310657738684467
26,5.333333333333335e-05,1.3333333333333337e-05,1.7149035996860928,1.308026221063402,0.01801574954556094,0.06559464645882447,0.05578917430506812,,,
27,3.999999999999999e-05,9.999999999999997e-06,1.6954236759079828,1.308952788511912,0.017672416236665513,0.06440844924913512,0.05519995838403702,,,
28,2.6666666666666663e-05,6.666666666666666e-06,1.6817834443516202,1.309891449080573,0.01743537342796723,0.06358271609577867,0.054744180084930524,,,
29,1.3333333333333332e-05,3.333333333333333e-06,1.6729310022460089,1.3098714616563585,0.017268831013805337,0.06308161239657137,0.05453144551979171,,,
30,0.0,0.0,1.6696692771381803,1.310569206873576,0.017233708562950294,0.0626129853642649,0.05440840207868152,0.8544672788223291,0.86252237367479,0.931905138572204
