epoch,lr_g,lr_d,g,d,con,lat,freq,Acc,F1,AUC
1,0.0002,5e-05,34.36991543240018,1.3618402547306485,0.6592300749487348,0.5626735902494855,0.14900700706574652,0.5506850313365399,0.7102338150628599,0.24930671185261413
2,0.0002,5e-05,18.280893007914226,1.318459649880727,0.34454603493213654,0.24354573090871176,0.0903611174888081,,,
3,0.0002,5e-05,11.083730697631836,1.2864224579599168,0.20153951313760546,0.19071561677588356,0.06250185519456863,,,
4,0.0002,5e-05,7.814183606041802,1.2488264706399705,0.13547230470511648,0.20274448808696535,0.0522684111363358,,,
5,0.0002,5e-05,6.10876562860277,1.2139324413405523,0.10062971090277036,0.21669462074836096,0.05111485698984729,0.8369771170383326,0.8512336237281372,0.9089148360422521
6,0.0002,5e-05,5.11729293399387,1.1869225237104628,0.08026096183392736,0.22529907607369953,0.051037627996669874,,,
7,0.0002,5e-05,4.461013714472453,1.1713442073927984,0.06690277241998249,0.2256031698650784,0.05108095250195927,,,
8,0.0002,5e-05,3.9856507115893893,1.1620690094100103,0.05739557391239537,0.2195579782128334,0.05088672497206264,,,
9,0.0002,5e-05,3.621852066781786,1.1649083031548395,0.050469285911983915,0.20324424157540003,0.050122628609339394,,,
10,0.0002,5e-05,3.314349982473585,1.1809392306539748,0.04512188252475527,0.17599819269445208,0.04822428503798114,0.8257907010639849,0.8486690089576805,0.9079140589705634
11,0.0002,5e-05,3.0635419156816273,1.2071751289897494,0.040960222482681274,0.15028211060497496,0.04569819321235021,,,
12,0.0002,5e-05,2.844893389277988,1.229384912384881,0.03740242371956507,0.12914372897810406,0.04219525928298632,,,
13,0.0002,5e-05,2.650843342145284,1.2460861338509455,0.034115237494309746,0.11543412341011895,0.038212305762701564,,,
14,0.0002,5e-05,2.5111035108566284,1.2598896092838712,0.03177536972281006,0.10814952022499508,0.03598218928608629,,,
15,0.0002,5e-05,2.363635698954264,1.271088229285346,0.029232905349797673,0.09793862576285998,0.0341213486260838,0.8606617111208279,0.8713584067819419,0.9303459029322328
16,0.0001866666666666667,4.666666666666667e-05,2.231348541047838,1.280930949581994,0.026959434151649475,0.08995154541399744,0.02941373425225417,,,
17,0.00017333333333333334,4.3333333333333334e-05,2.1300609376695423,1.2838048603799608,0.025112101911670633,0.08510405321915944,0.02905253941814105,,,
18,0.00016,4e-05,2.0541323688295154,1.2878144052293565,0.02378543983731005,0.0831621599694093,0.027773320571415953,,,
19,0.0001466666666666667,3.666666666666667e-05,1.9772129323747423,1.2895204424858093,0.02238441465629472,0.07938382733199331,0.026294564517835777,,,
20,0.00013333333333333337,3.333333333333334e-05,1.9182313415739272,1.2931055360370212,0.02135708886716101,0.0766342861784829,0.025509403708080452,0.8664553272117768,0.8760945265221948,0.9409282782835292
21,0.00012,3e-05,1.8656036522653368,1.2957826852798462,0.020392511557373736,0.07337469442023171,0.02373024428056346,,,
22,0.00010666666666666667,2.6666666666666667e-05,1.8248802688386705,1.29889311393102,0.01967964114414321,0.071633606735203,0.0229239696636796,,,
23,9.333333333333334e-05,2.3333333333333336e-05,1.7868523862626817,1.3008722994062636,0.019027484063473012,0.0696371773050891,0.021876293338007398,,,
24,8e-05,2e-05,1.7536956667900085,1.302597211466895,0.018439752360184986,0.0675451515449418,0.021539192957182724,,,
25,6.666666666666668e-05,1.666666666666667e-05,1.7271585000885858,1.3054131666819255,0.018001246679988172,0.0654391133122974,0.02061169884271092,0.8720303162804256,0.8804954403157751,0.9419928669266234
26,5.333333333333335e-05,1.3333333333333337e-05,1.7017664180861578,1.3074233730634053,0.01759249230639802,0.06285033851034111,0.01951709772563643,,,
27,3.999999999999999e-05,9.999999999999997e-06,1.683211664358775,1.3100941975911458,0.01732530299988058,0.060957543551921844,0.01908568510164817,,,
28,2.6666666666666663e-05,6.666666666666666e-06,1.6684302422735426,1.3116072217623393,0.01710705728166633,0.0597258603407277,0.018932921294536855,,,
29,1.3333333333333332e-05,3.333333333333333e-06,1.6596338881386652,1.3121824860572815,0.016945898118946288,0.058933154576354556,0.01876214001741674,,,
30,0.0,0.0,1.6558709277047052,1.312953684065077,0.016918163953555956,0.05857438635494974,0.018465621914300654,0.8729048243696255,0.8818748306691954,0.9434238194150988
