epoch,lr_g,lr_d,g,d,con,lat,freq,Acc,F1,AUC
1,0.0002,5e-05,17.994456622335647,1.318740005294482,0.33726174549924004,0.3081616378492779,0.10447518201544881,0.8360297332750328,0.8546135952442491,0.8992657558990397
2,0.0002,5e-05,5.00795160068406,1.2053802957137425,0.07844621165552074,0.22564216123686898,0.053294344080819026,,,
3,0.0002,5e-05,3.3200308680534363,1.1920137935214572,0.04517881634334723,0.18842296778327888,0.04734240079091655,,,
4,0.0002,5e-05,2.5218390391932592,1.2667930291758642,0.031945066086740956,0.1112262521766954,0.040404284838587046,,,
5,0.0002,5e-05,2.0892840358946057,1.2931207021077473,0.024358164286240935,0.08755364558762974,0.0344392821037521,0.860188019239178,0.8713236527046515,0.9328246379889924
6,0.0002,5e-05,1.84019173681736,1.306193298763699,0.019923969249551494,0.0758348624739382,0.02845043445833855,,,
7,0.0002,5e-05,1.6741682125462427,1.3175747593243916,0.016970354352249868,0.06923380773514509,0.023607561726950936,,,
8,0.0002,5e-05,1.5595829387505848,1.3233029726478789,0.014900776674039662,0.06378243558315767,0.021099520976551704,,,
9,0.0002,5e-05,1.4754278626706865,1.3362506942616568,0.013638319926232927,0.05609771474781963,0.018643051515229873,,,
10,0.0002,5e-05,1.390354774064488,1.3479306714402304,0.01236068091303524,0.04510804395087891,0.016667529397333663,0.8773502404897245,0.8863145095920021,0.9398992013272464
11,0.0002,5e-05,1.329922275410758,1.35253420803282,0.011262987222936418,0.03951024556429022,0.015115855507449143,,,
12,0.0002,5e-05,1.2824789302216635,1.3546370731459723,0.010393319974860383,0.03627258070951535,0.014233184111718502,,,
13,0.0002,5e-05,1.2502201812134848,1.3557649155457814,0.009785796256942881,0.03482417679495282,0.013742501511135034,,,
14,0.0002,5e-05,1.2238247394561768,1.355961274769571,0.00928998082720985,0.03404660134886702,0.013149532761114338,,,
15,0.0002,5e-05,1.2061516526672575,1.3555569168594148,0.00893023391512947,0.03385416493337187,0.012598524296966692,0.8826701646990235,0.8922428217656113,0.9416633401513483
16,0.0002,5e-05,1.1805532740222082,1.3579461872577667,0.008443385498442998,0.03265795869649284,0.012116608766114546,,,
17,0.0002,5e-05,1.1671654201216168,1.3556252088811662,0.0081893075710266,0.03264918100709716,0.01198699959139857,,,
18,0.0002,5e-05,1.154173920551936,1.3572505629724927,0.007936260365467105,0.03250385818278624,0.011595611822687917,,,
19,0.0002,5e-05,1.1409124169084761,1.356214205423991,0.007669959469543149,0.032637553832804166,0.011406680491442481,,,
20,0.0002,5e-05,1.1337898092137442,1.3566394713189867,0.007497108606104221,0.032651361647165485,0.011063087925625345,0.890103483457222,0.8973870440936308,0.9551385228374595
21,0.0002,5e-05,1.1248152984513178,1.3572442928949993,0.007326187533585148,0.03249216710941659,0.01106589707908117,,,
22,0.0002,5e-05,1.110723574956258,1.3574334697590933,0.007064559121823145,0.03221415066056781,0.010672090846734742,,,
23,0.0002,5e-05,1.1092168970240488,1.3568154440985785,0.006973293732800003,0.03312934047749473,0.010726589955286019,,,
24,0.0002,5e-05,1.1002710610628128,1.3553838514619403,0.006810252567649716,0.0335840190657311,0.010489570170951387,,,
25,0.0002,5e-05,1.0984697573714786,1.3563035627206166,0.0067370822265123325,0.0339255519469993,0.010310312189782659,0.885330126803673,0.8941152720298778,0.9395930324203134
26,0.0002,5e-05,1.0873255100515153,1.3573077850871615,0.006556724709096468,0.03352422994147572,0.010257420233554311,,,
