epoch,lr_g,lr_d,g,d,con,lat,freq,Acc,F1,AUC
1,0.0002,5e-05,18.29463592529297,1.3604054689407348,0.3421401870250702,0.3688283520936966,0.09522886946797371,0.6844052050423848,0.7260087037401642,0.7662628488945956
2,0.0002,5e-05,9.809967994689941,1.3348177671432495,0.1781463748216629,0.13158308804035188,0.04236412286758423,,,
3,0.0002,5e-05,7.279007339477539,1.331373176574707,0.12857071578502655,0.09234999090433121,0.031732180789113044,,,
4,0.0002,5e-05,6.089291763305664,1.3235555982589722,0.10493737518787384,0.08599283665418625,0.02709023579955101,,,
5,0.0002,5e-05,5.397864608764649,1.3146653747558594,0.09102517932653427,0.08761589825153351,0.024622242003679275,0.6843426444367982,0.7267224979181758,0.7972842812184477
6,0.0002,5e-05,4.947595443725586,1.3054209756851196,0.08188468456268311,0.09091123938560486,0.0230961275100708,,,
7,0.0002,5e-05,4.620739994049072,1.29665452003479,0.07520446985960007,0.09381301313638687,0.022190064713358878,,,
8,0.0002,5e-05,4.378529148101807,1.2914056825637816,0.07026988834142685,0.0959524467587471,0.021419971287250518,,,
9,0.0002,5e-05,4.214020328521729,1.2879393291473389,0.06690659701824188,0.09781161963939666,0.021260486915707588,,,
10,0.0002,5e-05,4.0551231002807615,1.2842152738571166,0.06367433160543441,0.09966782778501511,0.02059839405119419,0.6937189151990991,0.7314859250524468,0.8393220200368987
11,0.0002,5e-05,3.9365264129638673,1.282147731781006,0.06124497011303902,0.10138963878154755,0.020416117459535598,,,
12,0.0002,5e-05,3.8227994346618654,1.279515447616577,0.05893799096345902,0.10236194550991058,0.019966285228729248,,,
13,0.0002,5e-05,3.725534448623657,1.277443470954895,0.05695273533463478,0.10325363487005233,0.019738832041621208,,,
14,0.0002,5e-05,3.674104623794556,1.2748014783859254,0.05585001960396767,0.10516133069992066,0.019601824209094048,,,
15,0.0002,5e-05,3.5795993614196777,1.2704712295532226,0.05388827055692673,0.10613530308008194,0.018983317986130715,0.7145594169351559,0.7613611846621555,0.839265989146287
16,0.0001866666666666667,4.666666666666667e-05,3.446711311340332,1.2647600412368774,0.05115835726261139,0.10687112867832184,0.018079567328095437,,,
17,0.00017333333333333334,4.3333333333333334e-05,3.3471936702728273,1.258916072845459,0.049068914502859114,0.10930740356445312,0.017282692417502403,,,
18,0.00016,4e-05,3.2867761135101317,1.2540558719635009,0.04774574026465416,0.11162283211946487,0.016854001954197884,,,
19,0.0001466666666666667,3.666666666666667e-05,3.2168251991271974,1.248493013381958,0.046248815059661864,0.11396528393030167,0.01637219175696373,,,
20,0.00013333333333333337,3.333333333333334e-05,3.1762279796600343,1.2435950422286988,0.04532538086175918,0.11689932525157928,0.01617383912205696,0.7030795458100034,0.741912899257054,0.8174397630363811
21,0.00012,3e-05,3.1402546977996826,1.2389717388153076,0.04451823204755783,0.11927112489938736,0.01588830880820751,,,
22,0.00010666666666666667,2.6666666666666667e-05,3.1125786972045897,1.2346549606323243,0.043858033269643784,0.12173497915267945,0.01572232097387314,,,
23,9.333333333333334e-05,2.3333333333333336e-05,3.089820566177368,1.2308905172348021,0.04331844002008438,0.12394198656082153,0.015568418353796005,,,
24,8e-05,2e-05,3.06370924949646,1.2268671417236328,0.042724859565496445,0.1256276100873947,0.015428567938506603,,,
25,6.666666666666668e-05,1.666666666666667e-05,3.0512222385406496,1.2242595911026002,0.04241212114691734,0.12748921781778336,0.015321838296949863,0.7193140229597422,0.7608870887155333,0.8220827444182992
26,5.333333333333335e-05,1.3333333333333337e-05,3.031342096328735,1.2218063879013061,0.04196766301989555,0.12869147956371307,0.015216711536049842,,,
27,3.999999999999999e-05,9.999999999999997e-06,3.020135173797607,1.2198812007904052,0.041711620688438415,0.12985717087984086,0.015127209685742856,,,
28,2.6666666666666663e-05,6.666666666666666e-06,3.007889165878296,1.218651671409607,0.041442016810178756,0.13049367666244507,0.015068113282322883,,,
29,1.3333333333333332e-05,3.333333333333333e-06,2.9998132514953615,1.2177721023559571,0.04126503184437752,0.1310683447122574,0.015021485723555088,,,
30,0.0,0.0,2.998096380233765,1.2173007774353026,0.04122071012854576,0.1311108773946762,0.014997417852282525,0.7190716006130939,0.7592612448399721,0.8255290504509575
