epoch,lr_g,lr_d,g,d,rec,Acc,F1,AUC
1,0.0002,5e-05,29.05918084250556,1.3199890073802736,0.5528782937261794,0.5506485934994899,0.7102171256697059,0.3952431693071879
2,0.0002,5e-05,12.930660367012024,1.136539979113473,0.22711322560078567,,,
3,0.0002,5e-05,8.40554024113549,0.8758352754844559,0.13166596626655924,,,
4,0.0002,5e-05,6.523204472329882,0.5910112452175882,0.09318923774278826,,,
5,0.0002,5e-05,5.455905258655548,0.3803823341925939,0.07371207067949904,0.6639338288879172,0.6498348456661225,0.6978892664687085
